sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,group,brain_region,tissue,age_of_death,sex,assembly,supplementary_files_format_and_content,biosample,sra
bb2_crblm_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163365,SRX17174425,BB2_CRBLM_G_ATAC,GSM6502991,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Cerebellum,Homo sapiens,9606,genomic DNA,"glia_CRBLM-includes-blacklisted-regions_peaks.narrowPeak, glia_CRBLM.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502991,NONE,"GSE211822, GSE211826",0,SRX17174425,non-neuron,CRBLM,Hindbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445034,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174425
bb2_crblm_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163366,SRX17174426,BB2_CRBLM_N_ATAC,GSM6502992,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Cerebellum,Homo sapiens,9606,genomic DNA,"neuron_CRBLM-includes-blacklisted-regions_peaks.narrowPeak, neuron_CRBLM.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502992,NONE,"GSE211822, GSE211826",0,SRX17174426,neuron,CRBLM,Hindbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445035,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174426
bb2_cn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163367,SRX17174427,BB2_CN_G_ATAC,GSM6502993,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"glia_CN-includes-blacklisted-regions_peaks.narrowPeak, glia_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502993,NONE,"GSE211822, GSE211826",0,SRX17174427,non-neuron,CN,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445036,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174427
bb2_cn_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163368,SRX17174428,BB2_CN_N_ATAC,GSM6502994,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Caudate Nucleus,Homo sapiens,9606,genomic DNA,"neuron_CN-includes-blacklisted-regions_peaks.narrowPeak, neuron_CN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502994,NONE,"GSE211822, GSE211826",0,SRX17174428,neuron,CN,BasalGanglia,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445037,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174428
bb2_drn_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163369,SRX17174429,BB2_DRN_G_ATAC,GSM6502995,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsal Raphe Nucleus,Homo sapiens,9606,genomic DNA,"glia_DRN-includes-blacklisted-regions_peaks.narrowPeak, glia_DRN.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502995,NONE,"GSE211822, GSE211826",0,SRX17174429,non-neuron,DRN,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445038,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174429
bb2_rmtg_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163370,SRX17174430,BB2_RMTG_G_ATAC,GSM6502996,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Rostromedial Tegmental Nucl,Homo sapiens,9606,genomic DNA,"glia_RMTG-includes-blacklisted-regions_peaks.narrowPeak, glia_RMTG.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502996,NONE,"GSE211822, GSE211826",0,SRX17174430,non-neuron,RMTG,Midbrain,35,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445039,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174430
bb5_psc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163371,SRX17174431,BB5_PSC_G_ATAC,GSM6502997,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"glia_PSC-includes-blacklisted-regions_peaks.narrowPeak, glia_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502997,NONE,"GSE211822, GSE211826",0,SRX17174431,non-neuron,PSC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445040,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174431
bb5_psc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163372,SRX17174432,BB5_PSC_N_ATAC,GSM6502998,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Primary Somatosensory Cortex,Homo sapiens,9606,genomic DNA,"neuron_PSC-includes-blacklisted-regions_peaks.narrowPeak, neuron_PSC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502998,NONE,"GSE211822, GSE211826",0,SRX17174432,neuron,PSC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445041,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174432
bb3_ec_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163373,SRX17174433,BB3_EC_N_ATAC,GSM6502999,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Parahippocampal Cortex/Entorhinal Cortex,Homo sapiens,9606,genomic DNA,"neuron_EC-includes-blacklisted-regions_peaks.narrowPeak, neuron_EC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6502999,NONE,"GSE211822, GSE211826",0,SRX17174433,neuron,EC,Forebrain,20,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445042,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174433
bb6_ins_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163374,SRX17174434,BB6_INS_G_ATAC,GSM6503000,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Insula,Homo sapiens,9606,genomic DNA,"glia_INS-includes-blacklisted-regions_peaks.narrowPeak, glia_INS.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6503000,NONE,"GSE211822, GSE211826",0,SRX17174434,non-neuron,INS,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445043,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174434
bb5_itc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163375,SRX17174435,BB5_ITC_N_ATAC,GSM6503001,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Inferior Temporal Cortex,Homo sapiens,9606,genomic DNA,"neuron_ITC-includes-blacklisted-regions_peaks.narrowPeak, neuron_ITC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6503001,NONE,"GSE211822, GSE211826",0,SRX17174435,neuron,ITC,Forebrain,34,Male,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30445044,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174435
bb6_dlpfc_g_atac,other,Homo sapiens,PAIRED,SRA,SRR21163376,SRX17174436,BB6_DLPFC_G_ATAC,GSM6503002,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"glia_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, glia_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6503002,NONE,"GSE211822, GSE211826",0,SRX17174436,non-neuron,DLPFC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444977,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174436
bb6_dlpfc_n_atac,other,Homo sapiens,PAIRED,SRA,SRR21163377,SRX17174437,BB6_DLPFC_N_ATAC,GSM6503003,Public on Aug 25 2022,Aug 22 2022,Oct 27 2022,SRA,1,Dorsolateral Prefrontal Cortex,Homo sapiens,9606,genomic DNA,"neuron_DLPFC-includes-blacklisted-regions_peaks.narrowPeak, neuron_DLPFC.bw",GPL20301,"Panos,,Roussos",panagiotis.roussos@mssm.edu,Icahn school of medicine at mount sinai,1470 madison ave,New York,NY,10029,USA,Illumina HiSeq 4000,other,genomic,ATAC-seq,GSM6503003,NONE,"GSE211822, GSE211826",0,SRX17174437,neuron,DLPFC,Forebrain,39,Female,hg38,"bigWig, narrowPeak",https://www.ncbi.nlm.nih.gov/biosample/SAMN30444978,https://www.ncbi.nlm.nih.gov/sra?term=SRX17174437
